name,Group,Label,D_58,W_58,D_59,W_59,D_62,W_62,D_83,W_83,D_87,W_87,D_88,W_88,D_89,W_89,D_92,W_92,D_110,W_110,D_115,W_115,D_116,W_116,D_117,W_117,D_120,W_120,D_122,W_122,D_159,W_159,D_160,W_160,D_163,W_163,D_164,W_164,mean_n_neg_charged,std_n_neg_charged,occ_n_neg_charged_gt0,Y23 RMSF (A),R79 RMSF (A),I110 RMSF (A),G163 RMSF (A),Gate (r84-90) mean (A),Gate (r84-90) SD (A),Gate RMSD mean (A),Gate RMSD SD (A),Gate drift100 (A),Gate slope (A/ns),Latch RMSD mean (A),Latch RMSD SD (A),Latch drift100 (A),Latch slope (A/ns),max_saltbridge_occupancy_pct,n_saltbridges_gt50pct,mean_top3_occupancy_pct,delta_D_58,delta_W_58,delta_D_59,delta_W_59,delta_D_62,delta_W_62,delta_D_83,delta_W_83,delta_D_87,delta_W_87,delta_D_88,delta_W_88,delta_D_89,delta_W_89,delta_D_92,delta_W_92,delta_D_110,delta_W_110,delta_D_115,delta_W_115,delta_D_116,delta_W_116,delta_D_117,delta_W_117,delta_D_120,delta_W_120,delta_D_122,delta_W_122,delta_D_159,delta_W_159,delta_D_160,delta_W_160,delta_D_163,delta_W_163,delta_D_164,delta_W_164,hydration_count_pocket_4A_mean,hydration_count_pocket_4A_std,hydration_count_pocket_4A_min,hydration_count_pocket_4A_max,hydration_count_pocket_4A_early20_mean,hydration_count_pocket_4A_late20_mean,hydration_count_pocket_4A_drift20,hydration_count_pocket_4A_slope,hydration_count_pocket_4A_slope_per_ns,gate_bridge_occupancy,triple_bridge_occupancy,mean_n_triple_bridge_waters,co_occurrence_occupancy,mean_run_duration_ns
bind_099_binder,Binder,1,0.8941,0.9006,0.1443,0.0,0.3537,0.0,0.2152,0.0041,0.52,0.097,0.3586,0.2266,0.6341,0.1834,0.0733,0.0,0.1858,0.0619,0.2021,0.0839,0.0,0.0375,0.454,0.119,0.8647,0.0603,0.9731,0.8394,0.1687,0.2584,0.0872,0.0016,0.8492,0.1956,0.0831,0.0,0.0,0.0,0.0,1.184,0.69,0.763,1.06,0.31957,0.07311,1.5711,0.5546,-0.7045,-0.002314,1.4846,0.3711,-0.1533,-0.000425,94.39,1,31.46,-0.8908,-0.8948999999999999,-0.0677,0.0,0.3505,0.0,0.2152,0.0008000000000000004,0.52,0.0579,0.35529999999999995,0.17609999999999998,0.6341,0.16140000000000002,0.0733,0.0,0.1858,0.0619,0.2021,0.0839,0.0,0.0375,0.39859999999999995,0.0978,0.8647,0.0603,0.029299999999999993,-0.8345,0.0734,0.19560000000000002,0.0872,0.0008,0.07330000000000003,0.07260000000000001,0.0831,0.0,65.68704156479218,5.468277335489877,49.0,82.0,66.24897959183673,67.18367346938776,0.9346938775510268,1.4864729259415597,0.0032332200673008,0.3126,0.06,0.0645,0.1057,0.4412
bind_041_binder,Binder,1,0.2152,0.2983,0.6601,0.1385,0.3236,0.1989,0.705,0.0204,0.3456,0.0758,0.4507,0.4572,0.6243,0.1785,0.6927,0.467,0.0318,0.185,0.652,0.5029,0.2372,0.4686,0.476,0.4963,0.5061,0.1092,0.7229,0.5297,0.7588,0.4336,0.5281,0.2567,0.3537,0.2714,0.2331,0.0057,0.181788538354936,0.3985597654612587,0.1767343278715252,1.663,0.89,0.842,0.914,0.32371,0.06099,2.1725,0.8276,1.5759,0.004018,2.6105,0.9058,1.2344,0.0042,91.58,2,56.0,-0.2152,-0.2983,0.4572,-0.1092,0.3236,0.035900000000000015,0.3374,0.016300000000000002,0.34400000000000003,0.0734,0.29590000000000005,0.4189,0.2151,0.1435,0.4735,0.2111,0.022,-0.054599999999999996,0.5827,0.3676,0.2364,0.4262,0.4613,0.4629,0.4752,0.012300000000000005,-0.26649999999999996,-0.52,0.7555000000000001,0.432,0.5281,0.2567,0.3537,0.27059999999999995,0.2151,-0.0049,69.40586797066015,6.406997355912719,46.0,91.0,69.11428571428571,66.95918367346938,-2.155102040816331,-6.126088099201198,-0.0133248245768378,0.6027,0.4798,0.5652,0.5615,1.2565
bind_100_binder,Binder,1,0.0171,0.5583,0.5395,0.7205,0.2127,0.0473,0.1646,0.0277,0.3276,0.1434,0.5884,0.5444,0.6039,0.2494,0.057,0.0668,0.2184,0.2404,0.6544,0.7107,0.3146,0.7148,0.5102,0.5868,0.3733,0.2445,0.8769,0.9731,0.6129,0.5632,0.3839,0.2176,0.3488,0.4222,0.3635,0.454,0.0238037009863862,0.1524371503464196,0.0238037009863862,1.088,1.231,0.758,1.675,0.36986,0.05497,1.3012,0.429,-0.0851,-0.000376,1.5392,0.402,0.3906,0.001067,74.08,1,33.58,-0.0171,-0.5583,-0.040700000000000014,-0.47019999999999995,0.2119,0.042300000000000004,0.1622,0.017900000000000003,0.3276,0.141,0.3708,0.511,-0.007399999999999962,0.08150000000000002,0.021199999999999997,0.0432,0.10190000000000002,0.13940000000000002,0.42300000000000004,0.3887,0.3146,0.5053,0.5102,0.3863,0.2739,0.1475,-0.7792,-0.6617,0.6129,0.5616,0.3839,0.2095,0.34719999999999995,0.4075,0.2942,-0.029400000000000037,74.43439282803585,6.873016858386256,55.0,102.0,73.07755102040817,78.15510204081633,5.0775510204081655,7.24269888422545,0.0157535592914093,0.7496,0.5652,0.6717,0.7061,1.071
bind_110_binder,Binder,1,0.251,0.3293,0.4654,0.1899,0.2844,0.035,0.1932,0.0122,0.031,0.0008,0.3276,0.15,0.6341,0.2241,0.3733,0.0375,0.1736,0.0725,0.7066,0.5444,0.22,0.1157,0.4425,0.3716,0.6569,0.1736,0.9372,0.5265,0.1907,0.2502,0.295,0.0081,0.8908,0.013,0.3195,0.0285,0.003749898100595,0.0611214885685079,0.003749898100595,1.097,1.668,0.737,1.824,0.35971,0.06318,2.4005,0.669,0.9951,0.003084,2.0217,0.6721,0.8626,0.001875,94.77,1,31.59,-0.251,-0.3154,0.08150000000000002,-0.1598,-0.026100000000000012,-0.021100000000000004,0.181,0.003300000000000001,0.031,0.0008,0.03839999999999999,0.1255,0.21030000000000004,0.11900000000000001,0.3733,0.0236,0.17200000000000001,0.0586,0.696,0.383,0.2184,0.1043,0.4425,0.295,0.6569,0.1377,0.5233,-0.238,0.17850000000000002,0.17359999999999998,0.295,0.007299999999999999,0.8859,0.011399999999999999,0.3195,0.0212,70.53545232273838,7.534285005843313,48.0,93.0,63.42040816326531,74.16734693877551,10.746938775510202,14.890963102187744,0.0323892617774611,0.4168,0.3246,0.3943,0.3463,0.9901
bind_034_binder,Binder,1,0.0725,0.7335,0.5607,0.3252,0.2021,0.0,0.0196,0.0016,0.0,0.0033,0.0,0.0611,0.5493,0.0489,0.476,0.0008,0.8492,0.828,0.9568,0.3399,0.0,0.0228,0.6634,0.7791,0.6243,0.8509,0.9071,0.8566,0.2641,0.0986,0.4784,0.0033,0.9283,0.0367,0.1565,0.0171,0.0,0.0,0.0,0.902,0.848,0.699,1.148,0.31329,0.05278,1.6359,0.4017,-0.2487,-0.000228,1.6759,0.5047,0.9618,0.002602,95.32,1,31.77,-0.0725,-0.5273,-0.26,-0.27059999999999995,0.2021,0.0,0.0196,0.0016,0.0,0.0033,0.0,0.0546,0.5314,0.034199999999999994,0.30729999999999996,0.0008,0.7726999999999999,0.8256,0.06359999999999999,0.3195,0.0,0.0228,0.6634,0.7734,0.6243,0.8492999999999999,-0.16300000000000003,-0.2005,0.2526,0.08149999999999999,0.4784,0.0033,0.9283,0.033400000000000006,0.1565,0.010600000000000002,66.80195599022005,5.71268590071099,49.0,86.0,66.18775510204081,70.73469387755102,4.546938775510213,5.638484266862053,0.012264239840918,0.087,0.0532,0.0555,0.087,0.4671
bind_088_binder,Binder,1,0.7123,0.784,0.3276,0.0057,0.3431,0.0293,0.8517,0.0098,0.8615,0.0187,0.3757,0.0122,0.9446,0.0546,0.2795,0.3578,0.0,0.3773,0.1679,0.1711,0.0,0.0236,0.3154,0.0636,0.8835,0.6235,0.1573,0.6618,0.0041,0.0008,0.3912,0.097,0.7058,0.0,0.6357,0.4507,0.0,0.0,0.0,1.101,0.648,1.433,0.988,0.49857,0.11121,2.4789,0.779,-1.5035,-0.004067,2.6775,0.9558,1.6953,0.004068,94.56,1,31.52,-0.6993,-0.7456999999999999,-0.1418,-0.0015999999999999999,0.3431,-0.0023999999999999994,0.8329,0.0074,0.8394,0.0171,0.2502,0.0122,0.8819,0.0522,0.2795,0.3578,0.0,0.3773,0.1679,0.1711,0.0,0.0236,0.3154,0.06280000000000001,0.8835,0.6154000000000001,0.1207,-0.042300000000000004,0.0,0.0,0.3912,0.097,0.13770000000000004,0.0,0.6357,0.4157,67.57946210268949,6.617935328131048,46.0,91.0,60.38367346938775,72.31020408163265,11.926530612244896,12.960872231469455,0.0281911304654039,0.075,0.0285,0.0292,0.0375,0.4318
bind_102_binder,Binder,1,0.846,0.8566,0.6911,0.2942,0.6064,0.0456,0.3431,0.0244,0.339,0.1443,0.3977,0.617,0.4002,0.2249,0.4898,0.0359,0.4091,0.0008,0.0,0.0,0.3056,0.586,0.2714,0.2192,0.5306,0.0171,0.9454,0.9063,0.0831,0.6504,0.0049,0.0277,0.6854,0.5762,0.4173,0.1337,0.9265509089426918,0.2608722332486987,0.9265509089426918,3.374,1.396,0.814,1.105,1.314,0.30488,2.6358,0.7906,0.8215,0.001968,3.302,0.3509,0.3491,0.001113,95.9,2,51.57,-0.846,-0.8395,0.2845,-0.2282,0.6064,0.013099999999999997,0.3431,0.023600000000000003,0.339,0.14100000000000001,0.3977,0.3749,0.3301,0.0676,0.4898,0.0359,0.4091,0.0008,0.0,0.0,0.30479999999999996,0.37899999999999995,0.08310000000000001,0.13440000000000002,0.4898,0.0155,-0.14759999999999995,-0.4434,0.07819999999999999,0.47840000000000005,0.0049,0.026099999999999998,0.6748,0.5102,-0.2894,0.0489,88.69437652811736,6.705736647966866,68.0,115.0,87.59591836734694,91.2408163265306,3.644897959183666,4.131089572565165,0.0089855129365202,0.7744,0.5382,0.593,0.7106,0.8886
bind_101_binder,Binder,1,0.5803,0.9112,0.6626,0.0236,0.3545,0.0008,0.0,0.0016,0.0693,0.0065,0.0929,0.1606,0.7767,0.0465,0.4409,0.0033,0.5909,0.4311,0.4857,0.4597,0.0008,0.1385,0.846,0.5412,0.9739,0.498,0.9275,0.9161,0.0073,0.0864,0.4621,0.0326,0.3847,0.022,0.1174,0.0244,0.0,0.0,0.0,1.112,0.705,1.081,0.784,0.395,0.06339,1.8626,0.6056,0.0107,-0.000429,1.7544,0.2936,0.0582,0.00021,93.93,1,31.31,-0.5779,-0.8509,0.3562,0.002400000000000001,0.3545,0.0008,0.0,0.0016,0.0693,0.0065,0.09129999999999999,0.132,0.7449,0.0407,0.4295,0.0015999999999999999,0.2632,0.2844,0.06030000000000002,0.2975,0.0008,0.10669999999999999,0.6814,0.3578,0.8256,0.34140000000000004,-0.33899999999999997,-0.6773,0.0073,0.08560000000000001,0.4621,0.0326,0.3847,0.022,0.1174,0.0187,65.14425427872861,5.440757997722749,48.0,82.0,65.84489795918367,66.63265306122449,0.7877551020408191,2.4853021988961714,0.0054057687849835,0.2361,0.1934,0.2204,0.2226,0.9127
bind_083_binder,Binder,1,0.1777,0.7677,0.6455,0.0742,0.3635,0.0171,0.3464,0.0008,0.1646,0.0024,0.2681,0.2282,0.3806,0.0733,0.4205,0.044,0.1597,0.2616,0.7832,0.6422,0.1125,0.3162,0.6463,0.5909,0.3073,0.357,0.8753,0.8704,0.1809,0.1703,0.0359,0.0049,0.8321,0.0098,0.3985,0.0204,0.0008967147631857,0.0299317668342392,0.0008967147631857,0.945,1.411,1.013,1.356,0.34686,0.05445,1.9273,0.5652,0.2949,0.000608,3.5027,0.8679,0.7024,0.001607,72.84,1,24.28,-0.1777,-0.7612000000000001,0.33089999999999997,-0.06269999999999999,0.2624,-0.0074,0.3448,0.0008,0.1646,0.0024,0.2217,0.1769,0.2437,0.0228,0.41719999999999996,0.017100000000000004,0.1532,0.0905,0.3081,0.2924999999999999,0.1125,0.27709999999999996,0.5648,0.3089,0.29419999999999996,0.14429999999999998,-0.16869999999999996,-0.7424,0.1809,0.1573,0.0359,0.0040999999999999995,0.8312999999999999,0.008199999999999999,0.35860000000000003,-0.0008999999999999998,73.81825590872046,6.990881886999852,48.0,98.0,67.91836734693878,70.45714285714286,2.538775510204076,3.3926076949419746,0.0073792445784491,0.2894,0.2346,0.2421,0.2811,0.7114
nonb_046_nb,False Positive,0,0.4629,0.7082,0.1842,0.3945,0.2771,0.3708,0.7539,0.0538,0.3113,0.044,0.3521,0.4189,0.5949,0.4189,0.7058,0.4482,0.0269,0.0872,0.5941,0.6267,0.1695,0.5355,0.5998,0.498,0.4434,0.0293,0.5795,0.4482,0.7555,0.2526,0.621,0.0652,0.4222,0.2755,0.4083,0.0139,0.1584739545121056,0.3660766537827953,0.1581478764164017,2.948,0.845,0.836,1.257,0.30614,0.0576,1.385,0.4254,0.5336,0.001133,2.674,1.1877,2.8531,0.007801,90.56,2,55.8,-0.4629,-0.7066,0.0392,-0.0514,0.24200000000000002,0.07669999999999999,0.44010000000000005,0.053,0.3113,0.0424,0.26739999999999997,0.2852,0.12309999999999999,0.24769999999999998,0.5567,0.2722,0.0269,0.0758,0.5835,0.4271,0.16870000000000002,0.41240000000000004,0.599,0.4026,0.4418,0.0236,-0.20129999999999998,-0.44739999999999996,0.7555,0.25179999999999997,0.621,0.0652,0.34800000000000003,0.11659999999999998,0.2445,-0.0115,66.73594132029339,6.426592888891896,49.0,86.0,60.50204081632653,71.35918367346939,10.85714285714286,13.701361069741882,0.0298017641538703,0.6612,0.5412,0.6267,0.599,1.4402
nonb_017_nb,False Positive,0,0.8941,0.7213,0.8052,0.0073,0.4075,0.1508,0.6968,0.0293,0.1288,0.0008,0.5941,0.0921,0.78,0.0293,0.8264,0.5982,0.2315,0.5599,0.5664,0.4458,0.0187,0.0839,0.4075,0.7384,0.9267,0.9584,0.0,0.3064,0.3089,0.0073,0.8541,0.0016,0.6544,0.0033,0.7522,0.4931,0.1041004320534768,0.3053907858789395,0.1041004320534768,1.183,0.783,0.798,1.269,0.30429,0.05009,2.3386,0.5274,0.4167,0.001412,1.7357,0.2339,-0.0383,5e-05,87.05,2,49.46,-0.8762,-0.7123,-0.6675,-0.005699999999999999,0.08479999999999999,0.0155,0.683,0.0277,0.1288,0.0008,0.37,0.053,-0.31789999999999996,0.0187,0.31539999999999996,-0.013000000000000012,0.2315,0.5558000000000001,0.5664,0.4075,0.0187,0.0489,0.4075,0.7017,0.9200999999999999,0.19400000000000006,0.0,0.10020000000000001,0.3089,0.0073,0.8541,0.0016,0.6544,0.0033,0.7522,0.4344,68.08475957620212,5.465844527704672,50.0,86.0,69.17142857142858,66.13469387755102,-3.0367346938775626,-4.124097066811083,-0.0089703035710953,0.099,0.087,0.0885,0.093,3.1071
nonb_115_nb,False Positive,0,0.943,0.6805,0.176,0.0024,0.5762,0.0,0.6976,0.0041,0.2649,0.1206,0.4254,0.5901,0.3985,0.2575,0.1891,0.1019,0.0,0.0179,0.3594,0.5004,0.1051,0.727,0.4597,0.5786,0.5395,0.0611,0.9291,0.9307,0.8321,0.5363,0.5941,0.2225,0.4914,0.3007,0.4572,0.0,0.20624439553273,0.4046080138159263,0.20624439553273,0.892,1.357,0.982,0.672,0.36729,0.07388,1.4684,0.4664,0.0353,-0.000152,2.1019,0.7168,1.1552,0.00399,97.53,1,32.51,-0.943,-0.6805,-0.1353,-0.0024,0.5746,0.0,0.674,-0.0017000000000000006,0.2649,0.0978,0.2624,0.47440000000000004,-0.0040999999999999925,0.14750000000000002,0.1776,0.018699999999999994,0.0,0.0,0.3024,0.43439999999999995,0.10099999999999999,0.6422,0.4597,0.5558,0.5395,0.047200000000000006,-0.28769999999999996,-0.9208999999999999,0.8321,0.5322,0.5941,0.2217,0.4914,0.3007,0.4572,0.0,68.26487367563162,6.629864765561438,49.0,90.0,68.38367346938776,71.84081632653061,3.4571428571428555,7.293756918837559,0.0158646153753943,0.7391,0.6027,0.6612,0.7069,1.0806
nonb_086_nb,False Positive,0,0.5273,0.6569,0.6463,0.2192,0.1467,0.0008,0.2795,0.0,0.1084,0.0342,0.295,0.3651,0.5094,0.1002,0.4808,0.0171,0.3765,0.3015,0.7734,0.599,0.0872,0.4034,0.6822,0.6137,0.5656,0.3415,0.8859,0.6944,0.4923,0.3146,0.458,0.1654,0.9218,0.0399,0.0473,0.0179,0.0167930219287519,0.1284951996895307,0.0167930219287519,1.143,0.948,0.821,0.975,0.423,0.11163,2.1814,0.6719,0.163,0.000343,2.5679,1.0728,2.5607,0.006463,96.27,1,32.09,-0.5265,-0.6226,-0.21440000000000003,-0.1964,0.1157,-0.0008,0.2795,0.0,0.1084,0.0342,0.251,0.2437,0.423,0.058699999999999995,0.47669999999999996,0.012199999999999999,0.3749,0.0587,0.36840000000000006,0.16710000000000003,0.0848,0.20130000000000003,0.44910000000000005,0.24619999999999997,0.5575,0.1157,-0.33499999999999996,-0.4523,0.4449,0.2811,0.4002,0.15889999999999999,0.7750999999999999,0.0334,0.0473,0.0179,66.1760391198044,6.761628611158873,47.0,89.0,61.30204081632653,69.59591836734694,8.293877551020408,11.52017712224142,0.0250574815056909,0.4618,0.3291,0.3711,0.4168,0.7127
nonb_052_nb,False Positive,0,0.0171,0.6862,0.9674,0.8574,0.3211,0.251,0.5232,0.0163,0.3496,0.1117,0.6479,0.6585,0.5004,0.2812,0.4319,0.3138,0.088,0.1793,0.3806,0.6724,0.2755,0.6691,0.6137,0.5852,0.3594,0.088,0.674,0.6748,0.6349,0.4776,0.661,0.0733,0.2738,0.2388,0.2494,0.0554,0.2408901932012717,0.4280048902949938,0.2407271541534197,1.624,0.794,0.644,0.797,0.30914,0.05753,1.3331,0.4418,-0.3172,-0.00094,1.4598,0.3876,-0.097,-0.000294,95.38,2,64.19,-0.0171,-0.6789000000000001,-0.9641000000000001,-0.7596,0.31949999999999995,-0.018699999999999994,0.5053,0.0098,0.34559999999999996,0.1075,0.3578,0.4033999999999999,-0.10920000000000002,0.08889999999999998,0.4124,0.11660000000000001,0.0856,-0.11730000000000002,0.32930000000000004,0.3334,0.2755,0.3953,0.608,0.30810000000000004,0.35619999999999996,0.005700000000000004,0.003300000000000025,-0.5199,0.6349,0.47350000000000003,0.661,0.0733,0.2738,0.2388,0.24209999999999998,0.039999999999999994,70.7082314588427,6.347935822871911,51.0,89.0,66.28979591836735,73.18367346938776,6.8938775510204096,9.779903315467132,0.0212722203707822,0.7339,0.6019,0.6837,0.6747,2.1058
nonb_073_nb,False Positive,0,0.0,0.0962,0.9731,0.7873,0.1532,0.326,0.5615,0.1565,0.4703,0.2991,0.3749,0.4556,0.3089,0.0986,0.5371,0.2975,0.3464,0.1288,0.379,0.3814,0.0766,0.3032,0.1565,0.0676,0.9055,0.1809,0.2217,0.2062,0.6919,0.498,0.6202,0.2005,0.454,0.3113,0.3211,0.0546,0.2837694627863373,0.4508263022232519,0.2837694627863373,1.297,1.112,0.948,1.302,0.35514,0.09965,1.727,0.4603,0.2522,0.000935,2.7221,0.9305,1.707,0.005017,95.98,2,77.46,0.0,-0.0962,-0.8313,-0.357,0.1475,0.1328,0.5526,0.1027,0.4703,0.19479999999999997,0.3252,0.3464,0.2535,0.07749999999999999,0.5355,0.247,0.3113,0.03590000000000001,0.132,0.2909,0.0766,0.2616,0.1565,0.060300000000000006,0.10519999999999996,-0.031,-0.2217,-0.2013,0.6707000000000001,0.3056,0.6185999999999999,0.1484,0.436,0.07100000000000001,0.2071,-0.0383,80.33659331703342,8.106663973697763,59.0,107.0,73.2,82.55510204081632,9.35510204081632,12.825227176795709,0.027896089563449,0.7016,0.2016,0.2204,0.4303,0.5699
nonb_066_nb,False Positive,0,0.0016,0.3244,0.8134,0.9389,0.3227,0.1581,0.291,0.0016,0.3716,0.2347,0.5346,0.5143,0.2502,0.1149,0.6813,0.4197,0.1011,0.1883,0.0155,0.1557,0.0,0.2266,0.5265,0.326,0.978,0.1165,0.5338,0.3562,0.8435,0.5966,0.3928,0.0888,0.665,0.2616,0.1304,0.0628,0.016466943833048,0.127262655927995,0.016466943833048,2.064,1.437,0.832,1.423,0.32186,0.04512,1.4754,0.4855,-0.2484,-0.000761,1.5626,0.3022,0.3102,0.000685,93.46,2,56.79,-0.0016,-0.317,-0.38630000000000003,-0.4841,0.3227,0.11649999999999999,0.29019999999999996,0.0016,0.3716,0.2306,0.46620000000000006,0.41969999999999996,0.2167,0.0775,0.6031,0.1263,-0.0032999999999999974,-0.018000000000000002,0.0155,0.1109,0.0,0.16060000000000002,0.5248999999999999,0.26809999999999995,-0.09209999999999996,-0.028500000000000004,-0.5241,-0.3374,0.020399999999999974,0.29339999999999994,0.3692,0.0717,0.392,0.1972,0.1092,-0.0285,72.19070904645477,6.532557424639915,54.0,96.0,76.51020408163265,71.77551020408163,-4.734693877551024,-2.95445314304373,-0.0064262167331021,0.6852,0.3748,0.428,0.419,0.9615
nonb_050_nb,False Positive,0,0.3447,0.8655,0.9935,0.8623,0.3643,0.3219,0.3839,0.0016,0.5534,0.0024,0.3203,0.6707,0.5346,0.0407,0.2722,0.0098,0.1687,0.0261,0.8883,0.5037,0.0,0.3431,0.6357,0.7726,0.0701,0.1899,0.8696,0.8737,0.4564,0.1866,0.5868,0.0636,0.3562,0.2567,0.6789,0.0008,0.3702616776718024,0.4828746915292462,0.3702616776718024,1.142,0.644,0.711,0.976,0.49929,0.16437,1.8944,0.4931,-0.3593,-0.000866,2.0931,0.3878,-0.1185,-0.000133,98.34,2,64.42,-0.3447,-0.8647,-0.13039999999999996,0.24619999999999997,0.3643,0.3219,0.3839,0.0016,0.5534,0.0024,0.3203,0.6683,0.08230000000000004,0.014700000000000001,0.2722,0.0023999999999999994,0.1687,0.0016000000000000007,0.24529999999999996,0.33089999999999997,0.0,0.3382,0.63,0.6023000000000001,0.0701,0.022900000000000004,-0.7212999999999999,-0.8737,0.4564,0.1866,0.5868,0.034300000000000004,0.3562,0.2567,0.6235,0.0008,67.51670741646292,5.25024992597667,48.0,84.0,65.51020408163265,69.09795918367347,3.5877551020408163,4.9240938811592585,0.01071037277033,0.7069,0.5577,0.599,0.6139,0.9426
nonb_080_nb,False Positive,0,0.6642,0.912,0.9927,0.9242,0.0041,0.3765,0.0008,0.0481,0.1353,0.3032,0.2869,0.4425,0.1231,0.3341,0.0,0.2461,0.0073,0.2502,0.4319,0.8207,0.0636,0.8068,0.7286,0.7188,0.4254,0.1508,0.8778,0.9226,0.5925,0.7449,0.6553,0.0905,0.4091,0.5884,0.3773,0.2266,0.0148365533545284,0.1208984286047037,0.0148365533545284,1.146,1.183,0.781,0.887,0.305,0.04128,2.1908,1.2254,-1.6427,-0.005319,1.4957,0.3618,0.1567,0.000289,97.33,2,64.18,-0.6642,-0.9006000000000001,-0.32030000000000003,-0.22740000000000005,0.0041,0.3749,0.0008,0.0415,0.12309999999999999,0.18739999999999998,0.20129999999999998,0.09040000000000004,0.09699999999999999,0.1059,0.0,0.2461,0.0073,0.198,0.2893,0.2632,0.0636,0.2771,0.5738,0.25919999999999993,0.38220000000000004,0.09289999999999998,-0.4075,-0.8516,0.5925,0.7408,0.6553,0.0897,0.4091,0.5843,0.34309999999999996,0.13040000000000002,76.44498777506112,7.317072993498807,57.0,102.0,80.56734693877551,71.46122448979592,-9.10612244897959,-10.910236295724058,-0.0237308021657945,0.7309,0.428,0.5322,0.7121,1.5405
nonb_087_nb,False Positive,0,0.6504,0.7449,0.9804,0.5803,0.3097,0.2421,0.0,0.3985,0.0033,0.0122,0.0,0.0008,0.0,0.0065,0.2225,0.4841,0.7465,0.837,0.9487,0.7522,0.0,0.0986,0.969,0.5713,0.9495,0.0791,0.6015,0.7889,0.0636,0.0905,0.3048,0.0008,0.7865,0.1092,0.78,0.3105,0.1005135730007336,0.3006835456811028,0.1005135730007336,0.907,0.782,0.747,0.874,0.79229,0.44174,2.8465,0.5766,-0.1968,-0.000251,1.9972,0.3642,0.4981,0.001019,94.64,1,31.55,-0.6504,-0.7449,-0.043200000000000016,-0.24119999999999997,0.3097,0.2379,0.0,0.3985,0.0033,0.0122,0.0,0.0008,0.0,0.0065,0.2144,0.45799999999999996,0.13780000000000003,0.31220000000000003,0.9087999999999999,0.652,0.0,0.0986,0.9682,0.35779999999999995,0.9487,0.048,-0.5779000000000001,-0.7889,0.0636,0.0905,0.3048,0.0008,0.7629,0.008099999999999996,0.7784,-0.2331,75.39771801140995,5.405626095887007,60.0,94.0,75.17959183673469,74.37551020408164,-0.8040816326530518,-0.6699107221076267,-0.0014571195695652,0.6192,0.5967,0.6049,0.6177,1.0737
nonb_053_nb,False Positive,0,0.1907,0.8223,0.947,0.9413,0.2722,0.3219,0.0196,0.0391,0.1035,0.0179,0.6267,0.7506,0.5681,0.1239,0.141,0.1214,0.0791,0.1589,0.2404,0.7392,0.0008,0.7857,0.4751,0.7971,0.696,0.0595,0.9258,0.9356,0.8623,0.2323,0.2698,0.0155,0.9095,0.0228,0.5485,0.022,0.2741501589630716,0.4460850247470702,0.2741501589630716,1.351,1.457,0.694,1.13,0.34157,0.05771,2.0447,0.5556,-0.2179,-0.000919,1.0725,0.2786,-0.0849,-0.000156,95.24,1,31.75,-0.1907,-0.806,-0.8199000000000001,-0.32520000000000004,0.2722,0.3105,0.0196,0.0391,0.1035,0.0179,0.6267,0.2037000000000001,0.49140000000000006,0.09129999999999999,0.1369,0.1214,0.0733,0.1467,0.1223,0.16710000000000003,0.0008,0.17520000000000002,0.3716,0.17269999999999996,0.6781,0.032600000000000004,0.02939999999999998,-0.3544999999999999,0.7717999999999999,0.1321,0.2486,0.0155,0.9087,0.022000000000000002,0.2453,-0.017099999999999997,71.7400162999185,6.276959147282514,53.0,95.0,71.29387755102042,73.55918367346939,2.265306122448976,2.780102418706149,0.0060469873163809,0.8433,0.7894,0.8081,0.8306,3.1339
nonb_049_nb,False Positive,0,0.0057,0.3105,0.9674,0.8818,0.4401,0.0277,0.1019,0.0253,0.3146,0.0766,0.3056,0.0538,0.6341,0.2804,0.7734,0.1964,0.2999,0.7474,0.8378,0.8321,0.0024,0.0318,0.9641,0.6593,0.8256,0.7897,0.7694,0.7172,0.0342,0.1165,0.727,0.0513,0.599,0.0839,0.6985,0.0505,0.9325018341892884,0.2508827682861087,0.9325018341892884,1.989,0.652,0.636,0.832,0.40986,0.06841,3.2042,0.6671,-0.543,-0.001206,2.4772,0.6054,-0.21,-0.001031,96.05,3,92.21,-0.0057,-0.3105,-0.9674,-0.8321000000000001,0.09380000000000002,0.0032000000000000015,0.1019,0.0253,0.3146,0.0766,0.3056,0.053,0.6325,0.27540000000000003,0.7677,0.19319999999999998,0.2836,0.2967,-0.03920000000000001,0.31210000000000004,0.0024,0.0285,0.7987,0.23799999999999993,0.6455000000000001,0.29910000000000003,-0.6960000000000001,-0.39770000000000005,0.0342,0.11570000000000001,0.7262,0.0513,0.599,0.0806,0.5550999999999999,-0.013099999999999997,76.77017114914426,6.96078129040318,57.0,103.0,71.19183673469388,76.3061224489796,5.114285714285714,6.155443880761046,0.0133886761952388,0.3576,0.2984,0.3283,0.3388,0.8991
